scenario,algorithm,seed,total_regret,mean_regret,physical_probes,remote_substitutions,communication_bytes,bad_aggressive_decisions,aggressive_decisions,policy_switches,recovery_delay_1,recovery_delay_2,total_decision_ops,mean_decision_ops,information_gain,information_per_probe,information_per_regret,max_state_count
high_node_heterogeneity,ConstrainedBandit,19,29840.370943410144,6.631193542980032,272,0,0,30,1185,347,,99.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,19,29820.29867013545,6.6267330378078775,104,0,0,15,1078,178,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,19,16595.71541927319,3.687936759838487,3670,224,23484,168,3129,682,1.0,0.0,51576,11.461333333333334,55.97380815439185,0.015251718843158542,0.003372786694654181,19
high_node_heterogeneity,ITAC_K_LocalOnly,19,18638.836986298,4.141963774732889,4449,0,7372,171,2950,690,3.0,0.0,53796,11.954666666666666,56.530575076191866,0.012706355377880842,0.0030329454095096857,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,19,18991.728768239638,4.220384170719919,4500,0,7752,172,2935,663,3.0,0.0,54000,12.0,55.33003034641518,0.012295562299203373,0.0029133751340712608,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,19,14061.016431034832,3.12467031800774,2631,612,52060,130,3151,588,0.0,0.0,48972,10.882666666666667,51.028823761298646,0.019395219977688578,0.0036290992199305137,19
high_node_heterogeneity,ITAC_K_NoKinematics,19,16595.71541927319,3.687936759838487,3670,224,23484,168,3129,682,1.0,0.0,51576,11.461333333333334,55.97380815439185,0.015251718843158542,0.003372786694654181,19
high_node_heterogeneity,ITAC_K_NoHysteresis,19,16401.821472317304,3.644849216070512,2847,211,22116,146,3080,599,0.0,0.0,48232,10.718222222222222,56.525202381304666,0.019854303611276665,0.003446275919824324,19
high_node_heterogeneity,Greedy,20,28893.91398633108,6.420869774740241,0,0,0,10,1110,11,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,20,29165.37467186046,6.481194371524547,40,0,0,10,1080,20,,,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,20,27745.685053495556,6.165707789665679,415,0,0,50,1507,446,,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,20,28971.7470675703,6.438166015015622,264,0,0,30,1262,336,,22.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,20,29677.39775473151,6.594977278829225,104,0,0,15,1078,174,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,20,18995.913681901777,4.221314151533728,3995,177,19304,180,2936,724,9.0,0.0,52688,11.708444444444444,52.273649318463505,0.013084768289978349,0.0027518365367319424,19
high_node_heterogeneity,ITAC_K_LocalOnly,20,19743.63496275081,4.387474436166847,4438,0,6992,186,2907,766,17.0,0.0,53752,11.944888888888888,52.60387475499908,0.011853058755069645,0.0026643459957725016,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,20,20350.12995449256,4.522251100998346,4500,0,7600,188,2859,720,0.0,0.0,54000,12.0,52.7626850367188,0.011725041119270845,0.00259274437827709,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,20,14204.033456400746,3.1564518792001657,2623,751,61104,156,3248,613,0.0,0.0,49496,10.99911111111111,48.9061364581743,0.018645114928774038,0.0034431161126374137,19
high_node_heterogeneity,ITAC_K_NoKinematics,20,18995.913681901777,4.221314151533728,3995,177,19304,180,2936,724,9.0,0.0,52688,11.708444444444444,52.273649318463505,0.013084768289978349,0.0027518365367319424,19
high_node_heterogeneity,ITAC_K_NoHysteresis,20,19263.01872082881,4.280670826850847,3689,179,19380,167,2889,695,9.0,0.0,51472,11.438222222222223,52.63012051191015,0.014266771621553306,0.0027321844657193835,19
high_node_heterogeneity,Greedy,21,28848.144035096655,6.410698674465923,0,0,0,10,1110,13,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,21,31018.84360061523,6.893076355692274,37,0,0,8,871,17,,245.0,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,21,25129.827929163213,5.584406206480714,360,0,0,50,1719,457,,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,21,24910.986799103524,5.5357748442452275,239,0,0,30,1636,342,,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,21,29637.25656319337,6.586057014042971,103,0,0,15,1078,174,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,21,18369.18279882771,4.082040621961713,3788,164,20292,177,3018,683,7.0,0.0,51808,11.512888888888888,57.28243254189135,0.01512207828455421,0.003118398524813364,19
high_node_heterogeneity,ITAC_K_LocalOnly,21,20913.298605679287,4.6473996901509524,4466,0,8056,178,2802,747,5.0,0.0,53864,11.969777777777777,58.71199156593919,0.013146437878624987,0.002807399859436577,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,21,21755.78100897128,4.834618001993618,4500,0,8208,178,2708,699,5.0,0.0,54000,12.0,59.1505867604195,0.013144574835648778,0.002718844556121795,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,21,14226.921076749095,3.1615380170553546,2319,796,66500,143,3235,479,1.0,0.0,48460,10.768888888888888,56.20871592052363,0.02423834235468893,0.003950870017293126,19
high_node_heterogeneity,ITAC_K_NoKinematics,21,18369.18279882771,4.082040621961713,3788,164,20292,177,3018,683,7.0,0.0,51808,11.512888888888888,57.28243254189135,0.01512207828455421,0.003118398524813364,19
high_node_heterogeneity,ITAC_K_NoHysteresis,21,17293.91422437147,3.843092049860327,3508,159,19228,169,3091,684,7.0,0.0,50668,11.259555555555556,58.71856343439528,0.016738473042872085,0.003395331020645752,19
high_node_heterogeneity,Greedy,22,29006.020436372717,6.445782319193937,0,0,0,10,1110,9,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,22,31114.37284786564,6.914305077303476,40,0,0,10,881,16,,,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,22,27051.278712779553,6.0113952695065676,429,0,0,50,1571,447,102.0,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,22,31092.72269548363,6.9094939323296956,217,0,0,30,1034,352,,,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,22,29755.886648317675,6.612419255181706,94,0,0,15,1079,179,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,22,17367.787582516237,3.859508351670275,3489,191,23256,173,3066,669,11.0,0.0,50720,11.27111111111111,68.09488029563563,0.019517019287943718,0.003920757319958544,19
high_node_heterogeneity,ITAC_K_LocalOnly,22,18968.080507634953,4.215129001696656,4267,0,12540,171,2924,719,10.0,0.0,53068,11.79288888888889,68.11319222807296,0.015962782336084592,0.003590937533223582,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,22,19686.961216720585,4.374880270382352,4500,0,12844,172,2859,697,9.0,0.0,54000,12.0,67.80037591696335,0.015066750203769633,0.0034439228670486203,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,22,14328.518965468817,3.184115325659737,2015,774,65284,127,3137,514,1.0,0.0,47156,10.479111111111111,64.63024251091007,0.03207456204015388,0.0045106017353689154,19
high_node_heterogeneity,ITAC_K_NoKinematics,22,17367.787582516237,3.859508351670275,3489,191,23256,173,3066,669,11.0,0.0,50720,11.27111111111111,68.09488029563563,0.019517019287943718,0.003920757319958544,19
high_node_heterogeneity,ITAC_K_NoHysteresis,22,14990.852381260316,3.331300529168959,2925,181,22876,133,3158,535,7.0,0.0,48424,10.76088888888889,69.71931757164366,0.02383566412705766,0.004650790748816792,19
high_node_heterogeneity,Greedy,23,28689.771586857452,6.375504797079434,0,0,0,11,1111,5,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,23,26920.046987640042,5.982232663920009,32,0,0,7,1245,15,124.0,0.0,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,23,29895.614016952633,6.643469781545029,392,0,0,50,1259,457,,48.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,23,30877.871710817097,6.861749269070466,261,0,0,30,1033,338,,,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,23,29463.386151625913,6.547419144805758,107,0,0,15,1077,177,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,23,18176.936933955654,4.039319318656812,3619,280,28196,170,2987,688,0.0,0.0,51596,11.465777777777777,61.30338121043539,0.01693931506229218,0.003372591401575303,19
high_node_heterogeneity,ITAC_K_LocalOnly,23,19812.81352549846,4.402847450110769,4454,0,9272,168,2850,710,1.0,0.0,53816,11.959111111111111,60.25353992470129,0.013527961366120632,0.0030411400100827128,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,23,23503.888546238453,5.2230863436085455,4500,0,9348,171,2557,673,2.0,0.0,54000,12.0,63.904380864124775,0.01420097352536106,0.0027188854617995538,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,23,12310.50446569509,2.7356676590433535,1943,819,69160,132,3328,465,1.0,0.0,47048,10.455111111111112,58.92332210869182,0.03032595064780845,0.004786426281139797,19
high_node_heterogeneity,ITAC_K_NoKinematics,23,18176.936933955654,4.039319318656812,3619,280,28196,170,2987,688,0.0,0.0,51596,11.465777777777777,61.30338121043539,0.01693931506229218,0.003372591401575303,19
high_node_heterogeneity,ITAC_K_NoHysteresis,23,16492.938844807453,3.665097521068323,3181,236,24472,160,3131,637,0.0,0.0,49668,11.037333333333333,62.52782326861761,0.019656656167437163,0.0037911874807141197,19
high_node_heterogeneity,Greedy,24,28901.746571754582,6.422610349278796,0,0,0,10,1110,5,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,24,29668.315235714446,6.592958941269877,40,0,0,10,1024,20,,,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,24,27504.143161811164,6.112031813735814,396,0,0,50,1500,439,115.0,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,24,27246.815191867656,6.054847820415034,255,0,0,30,1405,342,175.0,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,24,29697.36602310705,6.599414671801567,104,0,0,15,1077,176,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,24,17484.869536832208,3.8855265637404908,3634,230,24472,175,3068,745,4.0,0.0,51456,11.434666666666667,56.79263737752454,0.015628133565636915,0.0032481018664674496,19
high_node_heterogeneity,ITAC_K_LocalOnly,24,17840.29339980133,3.9645096444002954,4088,0,8968,178,3072,777,1.0,0.0,52352,11.633777777777778,57.749695120909955,0.014126637749733354,0.0032370372967942926,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,24,20452.16469796017,4.5449254884355925,4500,0,9348,183,2839,691,2.0,0.0,54000,12.0,58.078034565244295,0.012906229903387622,0.0028397010987808446,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,24,14801.667582969756,3.289259462882168,2670,616,51452,148,3178,628,0.0,0.0,49144,10.92088888888889,52.977010834841884,0.01984157709170108,0.0035791244829599636,19
high_node_heterogeneity,ITAC_K_NoKinematics,24,17484.869536832208,3.8855265637404908,3634,230,24472,175,3068,745,4.0,0.0,51456,11.434666666666667,56.79263737752454,0.015628133565636915,0.0032481018664674496,19
high_node_heterogeneity,ITAC_K_NoHysteresis,24,17193.259840074505,3.8207244089054453,2801,146,17404,133,2977,582,0.0,0.0,47788,10.619555555555555,57.48936990290335,0.020524587612603836,0.003343715527924821,19
high_node_heterogeneity,Greedy,25,28821.6954957393,6.4048212212754,0,0,0,11,1111,5,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,25,31147.724806818445,6.921716623737432,32,0,0,8,848,16,,,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,25,22647.234568509404,5.03271879300209,366,0,0,51,1981,449,,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,25,25032.55944084041,5.562790986853424,264,0,0,30,1654,343,,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,25,29582.84581287047,6.573965736193438,107,0,0,15,1078,170,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,25,19051.785979515167,4.233730217670037,3686,217,23712,167,2864,661,2.0,0.0,51612,11.469333333333333,67.14598262023284,0.01821649013028563,0.0035243930775009464,19
high_node_heterogeneity,ITAC_K_LocalOnly,25,19084.918268274156,4.241092948505368,4480,0,10564,177,2905,700,1.0,0.0,53920,11.982222222222223,67.30389693408036,0.015023191279928651,0.003526548869007372,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,25,19330.573845357343,4.2956830767460765,4500,0,10640,177,2886,688,4.0,0.0,54000,12.0,66.4067596083435,0.014757057690743001,0.003435322724487692,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,25,12376.24700045855,2.7502771112130113,1874,844,71440,124,3269,481,0.0,0.0,46872,10.416,64.0638901118053,0.03418564040117679,0.005176358399232957,19
high_node_heterogeneity,ITAC_K_NoKinematics,25,19051.785979515167,4.233730217670037,3686,216,23636,167,2864,661,2.0,0.0,51608,11.468444444444444,67.15381501803402,0.018218615034735222,0.003524804188449264,19
high_node_heterogeneity,ITAC_K_NoHysteresis,25,14612.163736256112,3.2471474969458027,3053,167,20216,152,3247,581,0.0,0.0,48880,10.862222222222222,67.7811381333023,0.022201486450475698,0.0046386790729097726,19
high_node_heterogeneity,Greedy,26,28577.604369032095,6.350578748673799,0,0,0,11,1111,11,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,26,28411.512822506487,6.313669516112553,24,0,0,5,1061,11,101.0,0.0,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,26,27367.76264464373,6.081725032143051,373,0,0,50,1485,471,12.0,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,26,28929.91793518159,6.428870652262575,263,0,0,30,1232,362,,36.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,26,29346.50138695153,6.521444752655896,98,0,0,15,1076,185,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,26,17102.78550911083,3.8006190020246287,3505,162,21356,170,3103,631,0.0,0.0,50668,11.259555555555556,69.85587024094306,0.019930348142922414,0.004084473269206945,19
high_node_heterogeneity,ITAC_K_LocalOnly,26,17730.88077392566,3.9401957275390354,4207,0,11932,170,3061,695,0.0,0.0,52828,11.739555555555556,70.741289690323,0.016815138980347755,0.003989722258713305,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,26,20000.445485839482,4.444543441297663,4500,0,13224,181,2863,699,0.0,0.0,54000,12.0,69.72482941980734,0.015494406537734963,0.003486163819159589,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,26,12364.629667580231,2.747695481684496,1513,803,68400,130,3324,395,0.0,0.0,45264,10.058666666666667,67.35029570477651,0.04451440562113451,0.0054470127707397014,19
high_node_heterogeneity,ITAC_K_NoKinematics,26,17102.78550911083,3.8006190020246287,3505,162,21356,170,3103,631,0.0,0.0,50668,11.259555555555556,69.85587024094306,0.019930348142922414,0.004084473269206945,19
high_node_heterogeneity,ITAC_K_NoHysteresis,26,16497.85024314872,3.666188942921938,3211,163,20748,158,3095,633,1.0,0.0,49496,10.99911111111111,70.33006909045423,0.0219028555249001,0.004262983846617296,19
high_node_heterogeneity,Greedy,27,28937.595631883392,6.430576807085198,0,0,0,10,1110,9,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,27,29400.374686294257,6.53341659695428,40,0,0,10,1061,20,,,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,27,31227.836794235718,6.939519287607937,394,0,0,50,1143,485,,102.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,27,31060.875843634552,6.902416854141012,210,0,0,30,1027,336,,,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,27,29741.447124050377,6.609210472011195,97,0,0,15,1076,186,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,27,17574.534751992782,3.905452167109507,3642,204,20748,180,3102,702,2.0,0.0,51384,11.418666666666667,51.45105541078506,0.0141271431660585,0.0029275913210135484,19
high_node_heterogeneity,ITAC_K_LocalOnly,27,19337.427152035947,4.297206033785766,4406,0,6080,177,2938,748,0.0,0.0,53624,11.916444444444444,51.157167616272574,0.011610796099925687,0.0026455002112774073,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,27,21522.629908362545,4.782806646302788,4500,0,6536,177,2744,722,0.0,0.0,54000,12.0,53.75259926280604,0.01194502205840134,0.0024974921508974443,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,27,16306.573195771753,3.6236829323937227,2718,614,51528,156,3072,631,0.0,0.0,49328,10.961777777777778,46.82681731318016,0.01722840960749822,0.002871652845204915,19
high_node_heterogeneity,ITAC_K_NoKinematics,27,17574.534751992782,3.905452167109507,3642,204,20748,180,3102,702,2.0,0.0,51384,11.418666666666667,51.45105541078506,0.0141271431660585,0.0029275913210135484,19
high_node_heterogeneity,ITAC_K_NoHysteresis,27,17910.618491214016,3.9801374424920035,3444,199,20140,170,3053,664,1.0,0.0,50572,11.238222222222221,52.23422368135315,0.01516673161479476,0.002916383022003201,19
high_node_heterogeneity,Greedy,28,28867.797277129222,6.415066061584271,0,0,0,10,1110,5,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,28,29629.28400732752,6.58428533496167,40,0,0,10,1026,16,,,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,28,23578.14708934835,5.239588242077411,415,0,0,50,1925,444,26.0,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,28,31111.773666237117,6.913727481386026,238,0,0,30,1027,343,,,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,28,29625.648649169063,6.583477477593125,106,0,0,15,1079,175,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,28,17783.127444145368,3.9518060986989707,3673,273,29564,174,3053,664,1.0,0.0,51784,11.507555555555555,62.71386038030955,0.017074288151459175,0.003526593428365518,19
high_node_heterogeneity,ITAC_K_LocalOnly,28,18712.38037122591,4.158306749161313,4494,0,11172,173,2935,717,1.0,0.0,53976,11.994666666666667,62.96489993330691,0.014010881160059392,0.0033648792234967735,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,28,19046.937525756104,4.232652783501356,4500,0,11552,173,2910,705,1.0,0.0,54000,12.0,62.40303899411152,0.013867341998691449,0.003276276772038938,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,28,14260.737870899055,3.16905286019979,2631,665,56848,143,3222,592,0.0,0.0,49184,10.929777777777778,59.7522036532811,0.022710833771676587,0.004189979802883375,19
high_node_heterogeneity,ITAC_K_NoKinematics,28,17783.127444145368,3.9518060986989707,3673,273,29564,174,3053,664,1.0,0.0,51784,11.507555555555555,62.71386038030955,0.017074288151459175,0.003526593428365518,19
high_node_heterogeneity,ITAC_K_NoHysteresis,28,16769.712109306314,3.7266026909569585,3440,259,28500,165,3112,625,1.0,0.0,50796,11.288,62.774810286330066,0.01824849136230525,0.003743344541466119,19
high_node_heterogeneity,Greedy,29,28917.864395579127,6.426192087906473,0,0,0,10,1110,5,,,13500,3.0,0.0,0.0,0.0,23
high_node_heterogeneity,SPI_HCPI,29,29275.272442585483,6.50561609835233,40,0,0,10,1073,20,,,27000,6.0,0.0,0.0,0.0,23
high_node_heterogeneity,DualControl,29,19157.49436447561,4.257220969883469,402,0,0,50,2324,449,20.0,0.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,ConstrainedBandit,29,26577.091342991025,5.90602029844245,247,0,0,30,1515,341,,3.0,40500,9.0,0.0,0.0,0.0,23
high_node_heterogeneity,GenericEIG,29,29667.385815250746,6.5927524033890545,97,0,0,15,1084,173,,,54000,12.0,0.0,0.0,0.0,23
high_node_heterogeneity,ITAC_K_Full,29,18853.797377276795,4.1897327505059545,3532,219,23712,178,2965,718,13.0,0.0,51004,11.334222222222222,58.53245360998994,0.016572042358434298,0.003104544534913436,19
high_node_heterogeneity,ITAC_K_LocalOnly,29,19648.363132711715,4.366302918380381,4258,0,9272,174,2872,747,6.0,0.0,53032,11.784888888888888,58.20997635810943,0.013670731883069382,0.0029625865505914914,19
high_node_heterogeneity,ITAC_K_GenericVoI_Local,29,22970.391297858245,5.104531399524054,4500,0,9348,175,2593,695,4.0,0.0,54000,12.0,61.52264119104818,0.013671698042455152,0.0026783453704937337,19
high_node_heterogeneity,ITAC_K_UnqualifiedRemote,29,15072.01663824161,3.3493370307203576,2734,657,55480,155,3165,597,2.0,0.0,49564,11.014222222222223,54.90121789395374,0.020080913640802393,0.00364259270751169,19
high_node_heterogeneity,ITAC_K_NoKinematics,29,18853.797377276795,4.1897327505059545,3532,219,23712,178,2965,718,13.0,0.0,51004,11.334222222222222,58.53245360998994,0.016572042358434298,0.003104544534913436,19
high_node_heterogeneity,ITAC_K_NoHysteresis,29,15736.797762169244,3.4970661693709433,2527,219,23560,143,3124,525,2.0,0.0,46984,10.440888888888889,59.809704198393376,0.023668264423582656,0.003800627364111775,19
rapid_oscillation,Greedy,0,37925.26572757066,8.427836828349035,0,0,0,10,610,5,,,13500,3.0,0.0,0.0,0.0,23
rapid_oscillation,SPI_HCPI,0,31960.946906619578,7.102432645915462,40,0,0,7,1230,16,,69.0,27000,6.0,0.0,0.0,0.0,23
rapid_oscillation,DualControl,0,8967.01876608711,1.9926708369082469,300,0,0,64,3761,382,0.0,0.0,40500,9.0,0.0,0.0,0.0,23
rapid_oscillation,ConstrainedBandit,0,24920.08227108676,5.537796060241503,239,0,0,40,2174,329,,65.0,40500,9.0,0.0,0.0,0.0,23
rapid_oscillation,GenericEIG,0,28757.656383013014,6.390590307336225,102,0,0,15,1631,166,,15.0,54000,12.0,0.0,0.0,0.0,23
rapid_oscillation,ITAC_K_Full,0,15600.786476535199,3.466841439230044,2524,187,21584,160,3506,579,0.0,0.0,46844,10.409777777777778,53.84877839850603,0.021334698256143435,0.0034516707525930695,19
rapid_oscillation,ITAC_K_LocalOnly,0,20455.42851864416,4.545650781920925,3939,0,9956,166,3133,739,6.0,0.0,51756,11.501333333333333,52.94708391208819,0.01344175778423158,0.002588412355372043,19
rapid_oscillation,ITAC_K_GenericVoI_Local,0,22748.987035619335,5.055330452359852,4500,0,9956,166,2896,701,6.0,0.0,54000,12.0,57.33867425877734,0.012741927613061631,0.0025204935133594755,19
rapid_oscillation,ITAC_K_UnqualifiedRemote,0,11219.754420838352,2.4932787601863002,1392,725,59052,41,3454,471,6.0,0.0,44468,9.881777777777778,48.18273381545245,0.03461403291339975,0.00429445529805564,19
rapid_oscillation,ITAC_K_NoKinematics,0,15600.786476535199,3.466841439230044,2524,187,21584,160,3506,579,0.0,0.0,46844,10.409777777777778,53.84877839850603,0.021334698256143435,0.0034516707525930695,19
rapid_oscillation,ITAC_K_NoHysteresis,0,14584.96020727375,3.241102268283056,2169,242,25460,122,3463,482,0.0,0.0,45644,10.14311111111111,54.61185877262227,0.02517835812476822,0.003744395459192715,19
rapid_oscillation,Greedy,1,37909.70414172599,8.42437869816133,0,0,0,10,610,5,,,13500,3.0,0.0,0.0,0.0,23
rapid_oscillation,SPI_HCPI,1,33244.55635191361,7.387679189314136,40,0,0,8,1098,17,,30.0,27000,6.0,0.0,0.0,0.0,23
rapid_oscillation,DualControl,1,12032.413253978935,2.673869611995319,318,0,0,65,3527,378,,0.0,40500,9.0,0.0,0.0,0.0,23
rapid_oscillation,ConstrainedBandit,1,24924.73474652839,5.538829943672975,240,0,0,40,2127,322,,0.0,40500,9.0,0.0,0.0,0.0,23
rapid_oscillation,GenericEIG,1,25081.10736503029,5.573579414451175,96,0,0,15,2003,167,,0.0,54000,12.0,0.0,0.0,0.0,23
rapid_oscillation,ITAC_K_Full,1,20810.731898054975,4.624607088456661,3385,286,30096,150,3035,731,1.0,0.0,50684,11.263111111111112,51.245653213742685,0.015139040831238607,0.002462462803556286,19
rapid_oscillation,ITAC_K_LocalOnly,1,22109.63609880784,4.913252466401743,4175,0,10640,161,2934,791,4.0,0.0,52700,11.71111111111111,52.16196547854624,0.012493883946957184,0.0023592412487222635,19
rapid_oscillation,ITAC_K_GenericVoI_Local,1,21583.38117920198,4.796306928711552,4500,0,10564,161,3005,692,4.0,0.0,54000,12.0,56.73850704511537,0.01260855712113675,0.002628805309697691,19
rapid_oscillation,ITAC_K_UnqualifiedRemote,1,10449.313855297385,2.3220697456216413,1401,663,54340,41,3535,444,,0.0,44256,9.834666666666667,48.062183270011126,0.034305626887945126,0.00459955399326488,19
rapid_oscillation,ITAC_K_NoKinematics,1,20810.731898054975,4.624607088456661,3385,286,30096,150,3035,731,1.0,0.0,50684,11.263111111111112,51.245653213742685,0.015139040831238607,0.002462462803556286,19
rapid_oscillation,ITAC_K_NoHysteresis,1,17358.28621367141,3.8573969363714244,3057,295,30780,126,3231,554,0.0,0.0,49408,10.979555555555555,53.82198377801174,0.017606144513579242,0.0031006507851922315,19
rapid_oscillation,Greedy,2,37908.40778820874,8.424090619601941,0,0,0,10,610,5,,,13500,3.0,0.0,0.0,0.0,23
rapid_oscillation,SPI_HCPI,2,25489.776946825237,5.664394877072275,40,0,0,8,1858,18,0.0,0.0,27000,6.0,0.0,0.0,0.0,23
rapid_oscillation,DualControl,2,11508.54248034361,2.5574538845208026,321,0,0,65,3579,386,23.0,0.0,40500,9.0,0.0,0.0,0.0,23
rapid_oscillation,ConstrainedBandit,2,18509.52850360449,4.113228556356554,261,0,0,40,2865,335,,45.0,40500,9.0,0.0,0.0,0.0,23
rapid_oscillation,GenericEIG,2,23865.262453054438,5.30339165623432,108,0,0,15,2146,171,,31.0,54000,12.0,0.0,0.0,0.0,23
rapid_oscillation,ITAC_K_Full,2,17277.254088393882,3.839389797420863,2965,231,25460,159,3352,630,0.0,0.0,48784,10.84088888888889,56.32233779550944,0.018995729441993067,0.0032599125710227514,19
rapid_oscillation,ITAC_K_LocalOnly,2,22984.819796210508,5.107737732491224,4352,0,10260,163,2824,781,0.0,0.0,53408,11.868444444444444,54.76681989582498,0.012584287659886255,0.0023827387110885397,19
rapid_oscillation,ITAC_K_GenericVoI_Local,2,22595.485843068767,5.021219076237504,4500,0,10184,164,2856,698,0.0,0.0,54000,12.0,60.74723924190086,0.01349938649820019,0.0026884679384105944,19
rapid_oscillation,ITAC_K_UnqualifiedRemote,2,13852.254074550761,3.0782786832335023,1608,782,63004,39,3235,497,2.0,0.0,45560,10.124444444444444,49.19159684813527,0.030591789084661238,0.0035511618963522795,19
rapid_oscillation,ITAC_K_NoKinematics,2,17277.254088393882,3.839389797420863,2965,231,25460,159,3352,630,0.0,0.0,48784,10.84088888888889,56.32233779550944,0.018995729441993067,0.0032599125710227514,19
rapid_oscillation,ITAC_K_NoHysteresis,2,15316.783414705373,3.403729647712305,2579,224,24928,125,3432,590,0.0,0.0,47212,10.491555555555555,57.6076205236916,0.022337192913412796,0.003761078221448476,19
rapid_oscillation,Greedy,3,37900.819712833225,8.422404380629606,0,0,0,10,610,7,,,13500,3.0,0.0,0.0,0.0,23
